Location ID,X Coord (UTM),Y Coord (UTM),Time Window Open (HH:MM),Time Window Close (HH:MM),Handling Time (s),AMCS ID
2,731729,6400629,08:51,18:00,196,1005
3,731836,6400772,09:30,11:30,196,1006
4,731851,6400753,08:51,21:00,166,1007
5,734308,6400463,08:51,18:00,196,1008
6,733725,6400625,08:51,18:00,196,1009
7,733424,6401233,08:51,18:00,362,1010
8,733746,6401318,08:51,18:00,196,1011
9,733787,6401374,08:51,21:00,196,1012
10,733461,6401635,08:51,21:00,196,1013
11,733518,6401691,08:51,21:00,422,1014
12,733405,6401601,08:51,21:00,196,1015
13,733405,6401601,08:51,18:00,166,1016
14,733074,6401450,08:51,21:00,196,1017
15,733148,6401534,08:51,21:00,362,1018
16,733738,6402037,08:51,21:00,196,1019
17,733742,6401980,08:51,21:00,196,1020
18,733218,6401837,08:51,18:00,196,1021
19,733226,6401828,08:51,18:00,196,1022
20,733276,6401939,08:51,18:00,196,1023
21,733147,6402032,08:51,21:00,366,1024
22,732584,6401919,08:51,21:00,196,1025
23,732644,6401983,08:51,21:00,196,1026
24,732727,6402075,08:51,21:00,196,1027
25,732671,6402168,08:51,21:00,196,1028
26,732654,6402194,08:51,18:00,166,1029
27,732021,6402655,08:51,21:00,196,1030
28,731803,6402927,08:51,18:00,196,1031
29,731678,6403065,08:51,18:00,196,1032
30,732721,6401882,08:51,21:00,196,1033
31,732946,6401635,08:51,18:00,196,1034
32,732738,6401551,08:51,21:00,196,1035
33,732519,6400790,08:51,18:00,196,1036
34,732519,6400790,09:30,11:30,166,1037
35,732642,6401408,08:51,18:00,196,1038
36,731995,6401163,08:51,18:00,196,1039
37,732564,6400768,08:51,18:00,196,1040
38,732546,6400776,08:51,18:00,196,1041
39,732944,6400550,08:51,18:00,364,1042
40,733006,6400340,08:51,18:00,196,1043
41,732833,6400498,08:51,18:00,196,1044
42,732837,6400340,08:51,18:00,196,1045
43,732515,6400696,08:51,18:00,196,1046
44,732522,6400715,08:51,18:00,196,1047
45,732476,6400715,08:51,18:00,196,1048
46,732484,6400640,08:51,18:00,196,1049
47,732065,6400402,08:51,18:00,196,1050
48,731598,6400500,08:51,18:00,196,1051
49,731578,6400334,08:51,18:00,196,1052
50,731243,6400493,08:51,18:00,196,1053
51,731138,6400517,08:51,21:00,196,1054
52,731075,6400765,08:51,18:00,196,1055
53,731208,6400754,08:51,18:00,196,1056
54,731264,6400896,08:51,21:00,196,1057
55,731321,6400909,08:51,21:00,196,1058
56,731303,6400936,08:51,21:00,196,1059
57,731213,6400946,08:51,18:00,196,1060
58,731262,6400870,08:51,18:00,196,1061
59,730950,6401113,08:51,18:00,196,1062
60,730831,6400252,13:00,13:30,196,1063
61,730831,6400252,08:51,23:59,166,1064
62,730113,6400434,16:00,16:30,196,1065
