Location ID,X Coord (UTM),Y Coord (UTM),Time Window Open (HH:MM),Time Window Close (HH:MM),Handling Time (s),AMCS ID
2,778983,6185910,10:00,10:30,56,23932
3,779021,6185878,06:00,22:00,56,23933
4,779021,6185878,06:00,22:00,56,23934
5,779021,6185878,06:00,22:00,116,23935
6,778997,6185898,06:00,22:00,76,23936
7,778979,6185910,06:00,22:00,40,23937
8,779148,6186236,06:00,22:00,116,23938
9,778919,6185802,06:00,22:00,56,23939
10,779087,6185702,06:00,22:00,256,23940
11,779087,6185702,06:00,22:00,96,23941
12,779087,6185702,06:00,22:00,96,23942
13,779124,6185339,06:00,22:00,76,23943
14,779107,6185365,06:00,22:00,96,23944
15,779083,6185273,10:00,22:00,86,23945
16,779111,6185290,06:00,22:00,76,23946
17,779111,6185290,06:00,22:00,86,23947
18,779056,6186173,06:00,22:00,76,23948
19,779056,6186173,06:00,22:00,116,23949
20,779064,6186003,06:00,22:00,56,23950
21,779064,6186003,06:00,22:00,146,23951
22,779064,6186003,06:00,22:00,146,23952
23,779310,6185407,06:00,22:00,146,23953
24,779356,6185475,06:00,22:00,116,23954
25,779316,6185430,06:00,22:00,206,23955
26,779271,6185383,06:00,22:00,176,23956
27,779271,6185383,06:00,22:00,106,23957
28,779213,6185321,06:00,22:00,116,23958
29,779086,6185811,06:00,22:00,86,23959
30,779072,6186077,06:00,22:00,56,23960
31,779072,6186077,06:00,22:00,56,23961
32,779070,6186102,06:00,22:00,116,23962
33,779070,6186102,06:00,22:00,86,23963
34,779070,6186102,06:00,22:00,56,23964
35,779066,6186238,06:00,22:00,146,23965
36,779133,6186231,06:00,22:00,146,23966
37,779134,6186202,06:00,22:00,86,23967
38,779159,6186113,06:00,22:00,116,23968
39,779167,6186162,06:00,22:00,86,23969
40,779218,6186098,06:00,22:00,206,23970
41,779307,6186008,06:00,22:00,146,23971
42,779326,6186039,06:00,22:00,146,23972
43,779382,6186042,06:00,22:00,56,23973
44,779190,6185971,06:00,22:00,116,23974
45,779188,6185974,06:00,22:00,116,23975
46,779185,6185988,06:00,22:00,86,23976
47,779067,6186178,06:00,22:00,106,23977
48,779066,6186195,06:00,22:00,56,23978
49,779066,6186195,06:00,22:00,86,23979
50,779065,6186216,06:00,22:00,96,23980
51,779065,6186216,06:00,22:00,106,23981
52,779065,6186216,06:00,22:00,176,23982
53,779422,6186277,06:00,22:00,116,23983
54,779422,6186173,06:00,22:00,76,23984
55,779422,6186173,06:00,22:00,116,23985
56,779422,6186173,06:00,22:00,176,23986
57,779366,6186213,06:00,22:00,86,23987
58,779365,6186244,06:00,22:00,176,23988
59,779365,6186255,06:00,22:00,176,23989
60,779365,6186255,06:00,22:00,86,23990
61,779534,6186179,06:00,22:00,176,23991
62,779510,6186179,06:00,22:00,176,23992
63,779491,6186179,06:00,22:00,56,23993
64,779435,6186122,06:00,22:00,176,23994
65,779484,6186226,06:00,22:00,56,23995
66,779487,6186237,06:00,22:00,86,23996
67,779489,6186238,06:00,22:00,56,23997
68,779500,6186262,06:00,22:00,206,23998
69,779397,6186172,06:00,22:00,146,23999
70,779281,6186232,06:00,22:00,56,24000
71,779290,6186231,06:00,22:00,116,24001
72,779310,6186211,06:00,22:00,206,24002
73,779310,6186211,06:00,22:00,56,24003
74,779311,6186189,06:00,22:00,56,24004
75,779319,6186154,06:00,22:00,56,24005
76,779317,6186152,06:00,22:00,86,24006
77,779321,6186110,06:00,22:00,116,24007
78,779321,6186110,06:00,22:00,116,24008
79,779321,6186110,06:00,22:00,86,24009
80,779083,6185843,06:00,22:00,116,24010
81,779081,6185890,06:00,22:00,56,24011
82,779076,6185983,06:00,22:00,86,24012
83,779073,6186052,06:00,22:00,136,24013
84,779069,6186123,06:00,22:00,146,24014
85,779093,6186153,06:00,22:00,116,24015
86,779134,6186155,06:00,22:00,86,24016
87,779140,6186113,06:00,22:00,86,24017
88,779223,6186136,06:00,22:00,206,24018
89,779223,6186136,06:00,22:00,206,24019
90,779228,6186032,06:00,22:00,176,24020
91,779220,6186029,06:00,22:00,206,24021
92,779193,6186064,06:00,22:00,146,24022
93,779167,6186026,06:00,22:00,56,24023
94,779128,6186026,06:00,22:00,86,24024
95,779115,6186024,06:00,22:00,146,24025
96,779115,6186024,06:00,22:00,56,24026
97,779108,6186025,06:00,22:00,56,24027
98,779134,6185345,06:00,22:00,146,24028
99,779142,6185347,10:00,22:00,146,24029
100,779162,6185386,06:00,22:00,56,24030
101,779147,6185390,06:00,22:00,86,24031
102,779105,6185407,06:00,22:00,206,24032
103,779105,6185407,06:00,22:00,76,24033
104,779105,6185407,06:00,22:00,106,24034
105,779201,6185415,06:00,22:00,56,24035
106,779101,6185463,06:00,22:00,56,24036
107,779099,6185512,06:00,22:00,76,24037
108,779099,6185512,06:00,22:00,166,24038
109,779099,6185512,06:00,22:00,176,24039
110,779096,6185571,06:00,22:00,56,24040
111,779094,6185599,06:00,22:00,86,24041
112,779092,6185656,06:00,22:00,56,24042
113,779092,6185656,06:00,22:00,116,24043
114,779128,6185686,06:00,22:00,56,24044
115,779128,6185686,06:00,22:00,86,24045
116,779101,6185431,06:00,22:00,116,24046
117,779101,6185431,06:00,22:00,76,24047
118,779106,6185349,06:00,22:00,116,24048
119,779107,6185333,06:00,22:00,206,24049
120,779108,6185299,06:00,22:00,56,24050
121,779111,6185256,06:00,22:00,216,24051
122,779111,6185256,06:00,22:00,86,24052
