Location ID,X Coord (UTM),Y Coord (UTM),Time Window Open (HH:MM),Time Window Close (HH:MM),Handling Time (s),AMCS ID
2,731471,6130307,06:00,22:00,146,2668
3,731471,6130307,08:30,09:30,56,2669
4,731341,6130073,06:00,22:00,56,2670
5,730675,6126904,06:00,22:00,56,2671
6,729442,6130962,06:00,22:00,76,2672
7,729442,6130962,06:00,22:00,76,2673
8,729898,6130985,08:15,09:15,56,2674
9,729898,6130985,06:00,22:00,56,2675
10,729898,6130985,06:00,22:00,56,2676
11,729868,6130994,06:00,22:00,56,2677
12,729577,6130480,06:00,22:00,76,2678
13,729632,6130335,06:00,22:00,56,2679
14,729477,6130067,06:00,22:00,56,2680
15,729499,6130507,06:00,22:00,76,2681
16,729255,6129948,06:00,22:00,56,2682
17,729100,6129761,06:00,22:00,96,2683
18,729677,6130652,06:00,22:00,56,2684
19,729640,6130701,06:00,22:00,86,2685
20,729581,6130627,06:00,22:00,116,2686
21,729756,6130703,06:00,22:00,116,2687
22,729756,6130703,06:00,22:00,56,2688
23,729756,6130703,06:00,22:00,256,2689
24,729771,6130753,06:00,22:00,56,2690
25,730370,6129817,06:00,22:00,40,2691
26,730567,6129844,06:00,22:00,56,2692
27,730569,6129838,06:00,22:00,56,2693
28,730685,6129816,06:00,22:00,76,2694
29,730569,6130167,06:00,22:00,56,2695
30,730383,6129968,06:00,22:00,56,2696
31,730356,6129960,06:00,22:00,56,2697
32,730382,6130057,06:00,22:00,56,2698
33,730070,6130175,06:00,22:00,116,2699
34,730103,6130185,06:00,22:00,56,2700
35,730061,6130189,06:00,22:00,116,2701
36,729963,6130333,06:00,22:00,86,2702
37,729903,6130331,06:00,22:00,56,2703
38,729905,6130369,06:00,22:00,96,2704
39,729800,6130670,06:00,22:00,56,2705
40,729801,6130672,10:00,11:00,96,2706
41,729811,6130668,06:00,22:00,76,2707
42,729833,6130664,06:00,22:00,136,2708
43,729844,6130648,06:00,22:00,56,2709
44,729865,6130636,06:00,22:00,56,2710
45,729863,6130605,06:00,22:00,116,2711
46,729815,6130534,06:00,22:00,86,2712
47,729677,6130696,06:00,22:00,116,2713
48,729751,6130675,06:00,22:00,136,2714
49,729731,6130678,06:00,22:00,196,2715
50,729731,6130678,06:00,22:00,116,2716
51,729717,6130683,06:00,22:00,216,2717
52,729700,6130698,06:00,22:00,56,2718
53,729700,6130698,06:00,22:00,56,2719
54,729690,6130710,06:00,22:00,96,2720
55,729943,6130293,06:00,22:00,86,2721
56,729975,6130209,06:00,22:00,56,2722
57,729890,6130234,06:00,22:00,116,2723
58,729837,6129970,06:00,22:00,56,2724
59,729906,6129997,06:00,22:00,146,2725
60,729878,6130041,06:00,22:00,106,2726
61,729878,6130046,06:00,22:00,56,2727
62,729887,6130141,06:00,22:00,86,2728
63,730092,6130315,06:00,22:00,56,2729
64,730180,6130259,06:00,22:00,56,2730
65,730438,6130144,06:00,22:00,56,2731
66,730459,6130134,06:00,22:00,116,2732
67,730680,6130076,06:00,22:00,56,2733
68,730635,6129990,06:00,22:00,56,2734
69,730701,6130071,06:00,22:00,56,2735
70,730835,6130037,06:00,22:00,76,2736
71,730783,6130115,06:00,22:00,56,2737
72,731014,6130024,06:00,22:00,56,2738
73,731115,6129909,06:00,22:00,116,2739
74,731177,6129804,12:00,13:00,40,2740
75,731491,6129620,06:00,22:00,56,2741
76,731489,6129534,06:00,22:00,56,2742
77,731477,6129512,06:00,22:00,56,2743
78,731456,6128950,06:00,22:00,56,2744
79,731581,6129222,06:00,22:00,56,2745
80,731429,6129357,06:00,22:00,56,2746
81,731461,6129344,06:00,22:00,56,2747
82,731558,6129574,06:00,22:00,56,2748
83,731350,6129718,06:00,22:00,56,2749
84,731025,6129498,06:00,22:00,56,2750
85,730969,6129496,06:00,22:00,76,2751
86,731244,6128402,06:00,22:00,86,2752
87,731259,6128407,06:00,22:00,56,2753
88,731265,6128409,06:00,22:00,76,2754
89,731304,6128296,06:00,22:00,56,2755
90,731165,6128641,06:00,22:00,56,2756
91,731167,6128652,06:00,22:00,56,2757
