Location ID,X Coord (UTM),Y Coord (UTM),Time Window Open (HH:MM),Time Window Close (HH:MM),Handling Time (s),AMCS ID
2,626848,6226005,06:00,22:00,56,11659
3,626483,6225956,06:00,22:00,276,11660
4,626483,6225956,06:00,22:00,86,11661
5,626483,6225956,06:00,22:00,136,11662
6,626483,6225956,06:00,22:00,196,11663
7,626413,6226182,00:00,09:30,40,11664
8,626413,6226182,06:00,22:00,56,11665
9,626957,6225922,06:00,22:00,416,11666
10,627037,6225738,06:00,22:00,56,11667
11,627032,6225633,06:00,22:00,56,11668
12,627034,6225625,06:00,22:00,56,11669
13,627039,6225699,06:00,22:00,56,11670
14,627160,6225692,06:00,22:00,56,11671
15,627154,6225645,06:00,22:00,56,11672
16,626249,6225691,06:00,22:00,116,11673
17,626190,6225747,06:00,22:00,56,11674
18,626328,6225759,00:00,09:30,40,11675
19,626232,6225616,00:00,09:30,40,11676
20,627031,6227290,06:00,22:00,96,11677
21,626088,6225595,06:00,22:00,56,11678
22,626136,6225650,06:00,22:00,56,11679
23,626136,6225650,00:00,14:00,40,11680
24,626039,6225424,06:00,22:00,116,11681
25,626009,6225377,06:00,22:00,2336,11682
26,626009,6225377,06:00,22:00,116,11683
27,626009,6225377,06:00,22:00,136,11684
28,625825,6225188,06:00,22:00,56,11685
29,625747,6225165,06:00,22:00,56,11686
30,625893,6225218,06:00,22:00,56,11687
31,625893,6225218,06:00,22:00,76,11688
32,627080,6225966,06:00,22:00,56,11689
33,626932,6226021,06:00,22:00,76,11690
34,626922,6226021,06:00,22:00,216,11691
35,626891,6226161,06:00,22:00,56,11692
36,626892,6226158,06:00,22:00,56,11693
37,626894,6226163,06:00,22:00,56,11694
38,627237,6226038,06:00,22:00,56,11695
39,627434,6225789,06:00,22:00,56,11696
40,629392,6224799,07:30,09:45,276,11697
41,629124,6225056,06:00,22:00,56,11698
42,629362,6225278,06:00,22:00,76,11699
43,629102,6225401,06:00,22:00,86,11700
44,629270,6225408,06:00,22:00,40,11701
45,629123,6225755,06:00,22:00,76,11702
46,629334,6225872,06:00,22:00,56,11703
47,629336,6225869,06:00,22:00,56,11704
48,629295,6226042,06:00,22:00,56,11705
49,629229,6226040,06:00,22:00,56,11706
50,629288,6225856,06:00,22:00,76,11707
51,629249,6225865,06:00,22:00,56,11708
52,629028,6225892,06:00,22:00,56,11709
53,629084,6226170,06:00,22:00,56,11710
54,629349,6226341,06:00,22:00,56,11711
55,629355,6226341,06:00,22:00,56,11712
56,629317,6226402,06:00,22:00,56,11713
57,629345,6226399,06:00,22:00,116,11714
58,628945,6225381,06:00,22:00,40,11715
59,629321,6225298,06:00,22:00,96,11716
60,628990,6225379,06:00,22:00,56,11717
61,628930,6225513,06:00,22:00,56,11718
62,628986,6225377,06:00,22:00,106,11719
63,628894,6225330,06:00,22:00,86,11720
64,628894,6225330,06:00,22:00,56,11721
65,628744,6225388,06:00,22:00,86,11722
66,628664,6225545,06:00,22:00,76,11723
67,628722,6225512,06:00,22:00,86,11724
68,628575,6225514,06:00,22:00,56,11725
69,628575,6225555,06:00,22:00,56,11726
70,628532,6225508,06:00,22:00,86,11727
71,628547,6225507,06:00,22:00,56,11728
72,628582,6225560,06:00,22:00,56,11729
73,627311,6226093,06:00,22:00,40,11730
74,628293,6225607,06:00,22:00,56,11731
75,628294,6225608,06:00,22:00,86,11732
76,628269,6225519,06:00,22:00,56,11733
77,628739,6226598,06:00,22:00,116,11734
78,628739,6226598,06:00,22:00,116,11735
79,628696,6226614,06:00,22:00,86,11736
80,628685,6226618,06:00,22:00,116,11737
81,629007,6226530,06:00,22:00,56,11738
82,629026,6226527,06:00,22:00,56,11739
83,629340,6226460,06:00,22:00,56,11740
84,628732,6226604,06:00,22:00,56,11741
85,628687,6226620,06:00,22:00,96,11742
86,628466,6226783,06:00,22:00,56,11743
87,628194,6227028,06:00,22:00,56,11744
88,628009,6227385,06:00,22:00,56,11745
89,626738,6226612,06:00,22:00,56,11746
90,626787,6226677,06:00,22:00,56,11747
91,626920,6226900,06:00,22:00,56,11748
