Location ID,X Coord (UTM),Y Coord (UTM),Time Window Open (HH:MM),Time Window Close (HH:MM),Handling Time (s),AMCS ID
2,778287,6181485,06:00,22:00,56,7178
3,778326,6181721,06:00,22:00,56,7179
4,778383,6181727,06:00,22:00,56,7180
5,778262,6181656,06:00,22:00,56,7181
6,778293,6181621,06:00,22:00,86,7182
7,778293,6181621,06:00,22:00,86,7183
8,778274,6181597,06:00,22:00,76,7184
9,778274,6181597,06:00,22:00,56,7185
10,778269,6181603,06:00,22:00,56,7186
11,778170,6181711,06:00,22:00,116,7187
12,778132,6181822,06:00,22:00,76,7188
13,778038,6181731,06:00,22:00,40,7189
14,778038,6181731,06:00,22:00,56,7190
15,778094,6181636,06:00,22:00,56,7191
16,778135,6181581,06:00,22:00,56,7192
17,778176,6181542,06:00,22:00,96,7193
18,778152,6181519,06:00,22:00,76,7194
19,778152,6181519,06:00,22:00,106,7195
20,778152,6181519,06:00,22:00,86,7196
21,778152,6181519,06:00,22:00,106,7197
22,778152,6181519,06:00,22:00,86,7198
23,778053,6181445,06:00,22:00,56,7199
24,778053,6181445,06:00,22:00,86,7200
25,778087,6181387,06:00,22:00,116,7201
26,778087,6181387,06:00,22:00,86,7202
27,778016,6181493,06:00,22:00,86,7203
28,778001,6181488,06:00,22:00,86,7204
29,777982,6181634,06:00,22:00,86,7205
30,777158,6181672,06:00,13:00,40,7206
31,776732,6181446,06:00,22:00,56,7207
32,776732,6181446,06:00,22:00,76,7208
33,776659,6181492,06:00,22:00,116,7209
34,776659,6181494,06:00,22:00,116,7210
35,776659,6181494,06:00,22:00,86,7211
36,776653,6181541,06:00,22:00,116,7212
37,776644,6181562,06:00,22:00,146,7213
38,776638,6181615,06:00,22:00,116,7214
39,776638,6181615,06:00,22:00,56,7215
40,776638,6181615,06:00,22:00,146,7216
41,776658,6181624,06:00,22:00,56,7217
42,776658,6181624,06:00,22:00,116,7218
43,776715,6181653,06:00,22:00,56,7219
44,776726,6181658,06:00,22:00,86,7220
45,776743,6181667,06:00,22:00,86,7221
46,776707,6181680,06:00,22:00,56,7222
47,776698,6181585,06:00,22:00,56,7223
48,776705,6181537,06:00,22:00,146,7224
49,776682,6181528,06:00,22:00,106,7225
50,776642,6181731,06:00,22:00,56,7226
51,776648,6181720,06:00,22:00,116,7227
52,776648,6181715,06:00,22:00,146,7228
53,776654,6181703,06:00,22:00,56,7229
54,776654,6181703,06:00,22:00,56,7230
55,776628,6181664,06:00,22:00,146,7231
56,776630,6181580,06:00,22:00,86,7232
57,776630,6181580,06:00,22:00,116,7233
58,776473,6181533,06:00,22:00,56,7234
59,776646,6181436,06:00,22:00,56,7235
60,776644,6181400,06:00,22:00,56,7236
61,776570,6181307,06:00,22:00,86,7237
62,776570,6181307,06:00,22:00,206,7238
63,776570,6181307,06:00,22:00,146,7239
64,776570,6181307,06:00,22:00,146,7240
65,776448,6181287,06:00,22:00,56,7241
66,776435,6181361,06:00,22:00,56,7242
67,776468,6181394,06:00,22:00,86,7243
68,776468,6181394,06:00,22:00,146,7244
69,776468,6181394,06:00,22:00,116,7245
70,776468,6181394,06:00,22:00,116,7246
71,776242,6181417,06:00,22:00,76,7247
72,776242,6181417,06:00,22:00,76,7248
73,776414,6181526,06:00,22:00,86,7249
74,776172,6181381,06:00,22:00,76,7250
75,776404,6181489,06:00,22:00,166,7251
76,776436,6181493,06:00,22:00,56,7252
77,776439,6181467,06:00,22:00,86,7253
78,776468,6181481,06:00,22:00,56,7254
79,776529,6181477,06:00,22:00,56,7255
80,776570,6181457,06:00,22:00,56,7256
81,776570,6181457,06:00,22:00,56,7257
82,776653,6181215,06:00,22:00,96,7258
83,776658,6181102,06:00,22:00,206,7259
84,776658,6181102,06:00,22:00,206,7260
85,776658,6181102,06:00,22:00,246,7261
86,776658,6181102,06:00,22:00,206,7262
87,776658,6181102,06:00,22:00,206,7263
88,776658,6181102,06:00,22:00,76,7264
89,776658,6181102,06:00,22:00,206,7265
90,776681,6181184,06:00,22:00,76,7266
91,776724,6181181,06:00,22:00,166,7267
92,776725,6181166,06:00,22:00,56,7268
93,776725,6181166,06:00,22:00,76,7269
94,776727,6181197,06:00,22:00,116,7270
95,776760,6181194,06:00,22:00,116,7271
96,776760,6181194,06:00,22:00,56,7272
97,776770,6181095,06:00,22:00,56,7273
98,777138,6181379,06:00,22:00,76,7274
99,777138,6181379,06:00,22:00,56,7275
100,777073,6181389,06:00,22:00,176,7276
101,777051,6181393,06:00,22:00,146,7277
102,777051,6181393,06:00,22:00,206,7278
103,776940,6181412,06:00,22:00,56,7279
104,776922,6181415,06:00,22:00,206,7280
105,776922,6181415,06:00,22:00,56,7281
106,769533,6180424,14:00,21:00,40,7282
