Location ID,X Coord (UTM),Y Coord (UTM),Time Window Open (HH:MM),Time Window Close (HH:MM),Handling Time (s),AMCS ID
2,706426,6680521,00:00,13:15,76,2005
3,706379,6680624,00:00,13:15,76,2006
4,706330,6680643,00:00,13:15,76,2007
5,706264,6680719,00:00,13:15,76,2008
6,706448,6680962,00:00,13:15,106,2009
7,706521,6681167,00:00,13:15,76,2010
8,706516,6681186,00:00,13:15,76,2011
9,706699,6681421,00:00,13:15,152,2012
10,706592,6681246,00:00,13:15,106,2013
11,706627,6681101,00:00,13:15,76,2014
12,706631,6681084,00:00,13:15,76,2015
13,706413,6680982,00:00,13:15,222,2016
14,706368,6681190,00:00,13:15,156,2017
15,706359,6681057,00:00,13:15,76,2018
16,706147,6680921,00:00,13:15,76,2019
17,706361,6680946,00:00,13:15,106,2020
18,706765,6681018,00:00,13:15,76,2021
19,706796,6681053,00:00,13:15,136,2022
20,706792,6681067,00:00,13:15,76,2023
21,706710,6681165,00:00,13:15,76,2024
22,706887,6681121,00:00,13:15,76,2025
23,706978,6681111,00:00,13:15,136,2026
24,707044,6681196,00:00,13:15,76,2027
25,707101,6681204,00:00,13:15,76,2028
26,706892,6681190,00:00,13:15,76,2029
27,707223,6681273,00:00,13:15,76,2030
28,707325,6681383,00:00,13:15,76,2031
29,707377,6681389,00:00,13:15,76,2032
30,707449,6681423,00:00,13:15,76,2033
31,707519,6681371,00:00,13:15,76,2034
32,707592,6681466,00:00,13:15,116,2035
33,707953,6681421,00:00,13:15,76,2036
34,708111,6681311,00:00,13:15,76,2037
35,707966,6681302,00:00,13:15,76,2038
36,707957,6681369,00:00,13:15,76,2039
37,707616,6681225,00:00,13:15,76,2040
38,707185,6681154,00:00,13:15,76,2041
39,707045,6681111,00:00,13:15,136,2042
40,706576,6680857,00:00,13:15,76,2043
41,706714,6680881,00:00,13:15,76,2044
42,706810,6680855,00:00,13:15,76,2045
43,707153,6680925,00:00,13:15,76,2046
44,706867,6680996,00:00,13:15,76,2047
45,706903,6680778,00:00,13:15,76,2048
46,706994,6680756,00:00,13:15,76,2049
47,706838,6680642,00:00,13:15,76,2050
48,706840,6680642,00:00,13:15,76,2051
49,706612,6680702,00:00,13:15,76,2052
50,706478,6680933,00:00,13:15,76,2053
51,706528,6680655,00:00,13:15,76,2054
52,706530,6680633,00:00,13:15,96,2055
53,706484,6680567,00:00,13:15,76,2056
54,706345,6680533,00:00,13:15,156,2057
55,706010,6680118,05:30,06:00,60,2058
56,705855,6681136,00:00,13:15,76,2059
57,705933,6680875,00:00,13:15,218,2060
58,705940,6680865,00:00,13:15,96,2061
59,705948,6680828,00:00,13:15,166,2062
60,706058,6680918,00:00,13:15,156,2063
61,705875,6681108,05:40,06:45,60,2064
62,705910,6681206,06:15,07:15,60,2065
63,706298,6680963,00:00,13:15,136,2066
64,706364,6681739,05:30,06:00,60,2067
65,706013,6681696,06:15,07:00,60,2068
66,707086,6682850,06:15,06:45,60,2069
67,707674,6682747,06:35,07:05,60,2070
68,708425,6681440,00:00,13:15,96,2071
69,708380,6681440,00:00,13:15,76,2072
70,708320,6681439,00:00,13:15,76,2073
71,706695,6680239,06:15,06:45,60,2074
72,707207,6679974,06:30,07:00,60,2075
73,707516,6680495,05:15,05:30,60,2076
74,706487,6680014,07:10,07:30,60,2077
75,706288,6680163,07:15,07:45,60,2078
76,706164,6680542,06:45,07:15,60,2079
77,708805,6681460,00:00,13:15,76,2080
78,717294,6677714,07:30,08:00,60,2081
79,708635,6681390,00:00,13:15,222,2082
80,708090,6680938,00:00,13:15,76,2083
81,708085,6680978,00:00,13:15,76,2084
82,708173,6680927,00:00,13:15,96,2085
83,707968,6681003,00:00,13:15,76,2086
84,707882,6680949,00:00,13:15,76,2087
85,707893,6680888,00:00,13:15,76,2088
86,707775,6680894,00:00,13:15,76,2089
87,707758,6680918,00:00,13:15,76,2090
88,707699,6680935,00:00,13:15,76,2091
89,707491,6680813,00:00,13:15,76,2092
90,707548,6680826,00:00,13:15,76,2093
91,707436,6680772,00:00,13:15,116,2094
92,707445,6680948,00:00,13:15,76,2095
93,707425,6681050,00:00,13:15,76,2096
94,707494,6681036,00:00,13:15,76,2097
95,707596,6680980,00:00,13:15,76,2098
96,707616,6680983,00:00,13:15,76,2099
97,707629,6680985,00:00,13:15,76,2100
98,707745,6681028,00:00,13:15,76,2101
99,707787,6681034,00:00,13:15,96,2102
100,707893,6681051,00:00,13:15,96,2103
101,707886,6681108,00:00,13:15,76,2104
102,707647,6681114,00:00,13:15,76,2105
