Location ID,X Coord (UTM),Y Coord (UTM),Time Window Open (HH:MM),Time Window Close (HH:MM),Handling Time (s),AMCS ID
2,767522,6176669,06:00,22:00,56,24171
3,767522,6176669,06:00,22:00,396,24172
4,767635,6176693,06:00,22:00,76,24173
5,767675,6176699,06:00,22:00,56,24174
6,767453,6176667,06:00,22:00,76,24175
7,767654,6176696,06:00,22:00,56,24176
8,767636,6176621,06:00,22:00,206,24177
9,767636,6176621,06:00,22:00,206,24178
10,767644,6176629,06:00,22:00,206,24179
11,767608,6176583,06:00,22:00,206,24180
12,767608,6176583,06:00,22:00,146,24181
13,767608,6176583,06:00,22:00,176,24182
14,767577,6176541,06:00,22:00,206,24183
15,767577,6176541,06:00,22:00,206,24184
16,767577,6176541,06:00,22:00,206,24185
17,767577,6176541,06:00,22:00,206,24186
18,767446,6176432,06:00,22:00,116,24187
19,767433,6176486,06:00,22:00,40,24188
20,767391,6176476,06:00,22:00,106,24189
21,767367,6176517,06:00,22:00,116,24190
22,767367,6176517,06:00,22:00,56,24191
23,767337,6176512,06:00,22:00,86,24192
24,767337,6176512,06:00,22:00,86,24193
25,767337,6176512,06:00,22:00,116,24194
26,767337,6176512,06:00,22:00,116,24195
27,767337,6176512,06:00,22:00,76,24196
28,767243,6176488,06:00,22:00,116,24197
29,767243,6176488,06:00,22:00,226,24198
30,767243,6176488,06:00,22:00,86,24199
31,767236,6176503,06:00,22:00,86,24200
32,767233,6176504,06:00,22:00,116,24201
33,767233,6176504,06:00,22:00,86,24202
34,767392,6176316,06:00,22:00,206,24203
35,767349,6176328,06:00,22:00,116,24204
36,767367,6176254,06:00,22:00,116,24205
37,767367,6176254,06:00,22:00,176,24206
38,767321,6176285,06:00,22:00,86,24207
39,767321,6176285,06:00,22:00,56,24208
40,767298,6176547,06:00,22:00,56,24209
41,767298,6176547,06:00,22:00,146,24210
42,767298,6176547,06:00,22:00,146,24211
43,767273,6176180,06:00,22:00,56,24212
44,767273,6176180,06:00,22:00,56,24213
45,767150,6176200,06:00,22:00,116,24214
46,767107,6176290,06:00,22:00,40,24215
47,767107,6176290,06:00,22:00,86,24216
48,767140,6176355,06:00,22:00,86,24217
49,767140,6176355,06:00,22:00,206,24218
50,767140,6176355,06:00,22:00,226,24219
51,767060,6176372,06:00,22:00,176,24220
52,767024,6176303,06:00,22:00,136,24221
53,767000,6176323,06:00,22:00,176,24222
54,767000,6176323,06:00,22:00,56,24223
55,766938,6176253,06:00,22:00,176,24224
56,766938,6176253,06:00,22:00,206,24225
57,766885,6176271,06:00,22:00,86,24226
58,766848,6176317,06:00,22:00,116,24227
59,766848,6176317,06:00,22:00,146,24228
60,766807,6176291,06:00,22:00,176,24229
61,766807,6176291,06:00,22:00,116,24230
62,766995,6176511,06:00,22:00,56,24231
63,766872,6176476,06:00,22:00,76,24232
64,766901,6176416,06:00,22:00,146,24233
65,766857,6176393,06:00,22:00,206,24234
66,766857,6176393,06:00,22:00,176,24235
67,765979,6177102,06:00,22:00,56,24236
68,766414,6176533,06:00,22:00,76,24237
69,766496,6176371,06:00,22:00,56,24238
70,766610,6176306,06:00,22:00,156,24239
71,766610,6176306,06:00,22:00,76,24240
72,766729,6176104,06:00,22:00,56,24241
73,766514,6176077,06:00,22:00,56,24242
74,766571,6176093,06:00,22:00,56,24243
75,766571,6176093,06:00,22:00,56,24244
76,766617,6175998,06:00,22:00,56,24245
77,766376,6176134,06:00,22:00,56,24246
78,766329,6176202,06:00,22:00,56,24247
79,766287,6176275,06:00,22:00,56,24248
80,766424,6176214,06:00,22:00,56,24249
81,766500,6176313,06:00,22:00,76,24250
82,766570,6176183,06:00,22:00,56,24251
83,766660,6176211,06:00,22:00,76,24252
84,766857,6176185,06:00,22:00,86,24253
85,766857,6176185,06:00,22:00,176,24254
86,766857,6176185,06:00,22:00,146,24255
87,766845,6176180,06:00,22:00,206,24256
88,766845,6176180,06:00,22:00,106,24257
89,766918,6176183,06:00,22:00,86,24258
90,766918,6176183,06:00,22:00,176,24259
91,766918,6176183,06:00,22:00,86,24260
92,766977,6176166,06:00,22:00,86,24261
93,766759,6175925,06:00,22:00,76,24262
94,766748,6175924,06:00,22:00,56,24263
95,766628,6175887,06:00,22:00,76,24264
96,766712,6175913,06:00,22:00,76,24265
97,767095,6175601,06:00,22:00,116,24266
98,767089,6175588,06:00,22:00,56,24267
99,767068,6175534,06:00,22:00,146,24268
100,766966,6175555,06:00,22:00,56,24269
101,767243,6175781,06:00,22:00,56,24270
102,766967,6175989,06:00,22:00,56,24271
103,767048,6176010,06:00,22:00,56,24272
104,767066,6176014,06:00,22:00,56,24273
105,767209,6175976,06:00,22:00,56,24274
106,767120,6175778,06:00,22:00,56,24275
107,766927,6175768,06:00,22:00,56,24276
108,766891,6175786,06:00,22:00,56,24277
109,766824,6175829,06:00,22:00,56,24278
110,766937,6175870,06:00,22:00,56,24279
111,767046,6175660,06:00,22:00,136,24280
112,766973,6175617,06:00,22:00,56,24281
113,766977,6175613,06:00,22:00,56,24282
114,766926,6175633,06:00,22:00,56,24283
115,766940,6175616,06:00,22:00,56,24284
116,766881,6175639,06:00,22:00,76,24285
117,766902,6175569,06:00,22:00,96,24286
118,766953,6175522,06:00,22:00,56,24287
119,767008,6175547,06:00,22:00,56,24288
120,767041,6175602,06:00,22:00,56,24289
121,767400,6175696,06:00,22:00,56,24290
122,767436,6175905,06:00,22:00,56,24291
123,767393,6175659,06:00,22:00,56,24292
124,767399,6175607,06:00,22:00,56,24293
125,767441,6175607,06:00,22:00,56,24294
126,767643,6176105,13:00,14:00,40,24295
127,767643,6176105,06:00,22:00,40,24296
128,767643,6176105,13:00,14:00,40,24297
