Location ID From,Location ID To,Driving Time (s),Distance (m)
1,1,0,0
1,2,483,7563
1,3,531,7768
1,4,529,8029
1,5,521,8347
1,6,529,8379
1,7,554,8482
1,8,553,8126
1,9,515,8321
1,10,517,8330
1,11,524,8359
1,12,580,9490
1,13,470,6868
1,14,479,7018
1,15,524,7292
1,16,505,7213
1,17,489,7183
1,18,459,7738
1,19,447,7388
1,20,553,7833
1,21,488,7559
1,22,504,8730
1,23,504,8730
1,24,581,9377
1,25,570,9333
1,26,595,9437
1,27,576,9357
1,28,569,9325
1,29,549,8754
1,30,571,8845
1,31,556,8776
1,32,582,8882
1,33,539,8703
1,34,539,8702
1,35,546,8730
1,36,576,8856
1,37,594,8928
1,38,597,8939
1,39,616,9160
1,40,573,8982
1,41,556,8914
1,42,556,8912
1,43,543,8860
1,44,541,8849
1,45,541,8849
1,46,560,8933
1,47,565,8954
1,48,582,9022
1,49,611,9145
1,50,577,9356
1,51,619,9531
1,52,605,9472
1,53,462,7474
1,54,479,7541
1,55,644,8211
1,56,523,7709
1,57,542,7785
1,58,540,7778
1,59,523,7707
1,60,529,7733
1,61,497,7896
1,62,469,7777
1,63,469,7777
1,64,488,7857
1,65,517,8363
1,66,491,8259
1,67,514,8357
1,68,532,8435
1,69,548,8501
1,70,536,8451
1,71,540,8467
1,72,599,8716
1,73,602,8729
1,74,603,8734
1,75,568,8194
1,76,582,8249
1,77,574,8609
1,78,501,8265
1,79,463,7757
1,80,502,7278
1,81,502,7278
1,82,696,8290
2,1,474,7564
2,2,0,0
2,3,56,239
2,4,197,1144
2,5,189,1462
2,6,197,1494
2,7,222,1597
2,8,221,1241
2,9,183,1436
2,10,185,1445
2,11,192,1474
2,12,248,2605
2,13,272,3617
2,14,263,3453
2,15,292,3471
2,16,273,3392
2,17,253,3300
2,18,127,853
2,19,115,503
2,20,221,948
2,21,156,674
2,22,172,1845
2,23,172,1845
2,24,249,2492
2,25,238,2448
2,26,263,2552
2,27,244,2472
2,28,237,2440
2,29,217,1869
2,30,239,1960
2,31,224,1891
2,32,250,1997
2,33,207,1818
2,34,207,1817
2,35,214,1845
2,36,244,1971
2,37,262,2043
2,38,265,2054
2,39,284,2275
2,40,241,2097
