Location ID,X Coord (UTM),Y Coord (UTM),Time Window Open (HH:MM),Time Window Close (HH:MM),Handling Time (s),AMCS ID
2,689608,6169923,00:00,14:00,76,2005
3,689466,6169969,00:00,14:00,76,2006
4,689982,6170287,00:00,14:00,76,2007
5,689929,6170489,00:00,14:00,76,2008
6,689897,6170497,00:00,14:00,76,2009
7,689855,6170400,00:00,14:00,76,2010
8,690010,6170387,00:00,14:00,76,2011
9,689954,6170479,00:00,14:00,28,2012
10,689992,6170671,00:00,14:00,76,2013
11,689932,6170700,00:00,14:00,76,2014
12,690469,6171204,00:00,14:00,136,2015
13,688548,6171411,00:00,01:00,60,2016
14,688734,6171410,00:00,14:00,76,2017
15,688904,6171541,00:00,14:00,76,2018
16,688862,6171490,00:00,14:00,76,2019
17,688881,6171399,00:00,14:00,76,2020
18,689687,6170058,00:00,14:00,76,2021
19,689799,6169711,00:00,14:00,76,2022
20,689828,6169372,00:00,14:00,76,2023
21,689864,6169576,00:00,14:00,106,2024
22,690035,6171127,00:00,14:00,76,2025
23,690035,6171127,00:00,14:00,60,2026
24,689707,6171377,00:00,14:00,76,2027
25,689784,6171328,00:00,14:00,76,2028
26,689735,6171316,01:30,02:00,60,2029
27,689782,6171303,00:00,14:00,76,2030
28,689998,6171299,00:00,14:00,96,2031
29,689920,6171118,00:00,14:00,76,2032
30,689940,6171217,00:00,14:00,76,2033
31,689826,6171055,00:00,14:00,76,2034
32,689847,6171169,00:00,14:00,96,2035
33,689786,6171021,00:00,14:00,76,2036
34,689784,6171020,00:00,14:00,76,2037
35,689781,6170900,00:00,14:00,76,2038
36,689715,6171112,00:00,14:00,76,2039
37,689623,6171124,00:00,14:00,76,2040
38,689629,6171134,00:00,14:00,76,2041
39,690467,6171112,00:00,14:00,76,2042
40,690102,6171131,00:00,14:00,76,2043
41,690117,6170980,00:00,14:00,76,2044
42,690122,6170980,00:00,14:00,76,2045
43,690167,6171052,00:00,14:00,76,2046
44,690157,6171054,00:00,14:00,116,2047
45,690157,6171054,02:00,02:30,60,2048
46,690032,6171004,00:00,14:00,76,2049
47,690038,6170943,00:00,14:00,96,2050
48,689996,6170900,00:00,14:00,76,2051
49,690093,6170820,00:00,14:00,76,2052
50,689992,6171640,00:00,14:00,76,2053
51,689994,6171776,00:00,14:00,76,2054
52,689919,6171697,00:00,14:00,76,2055
53,689558,6169847,00:00,14:00,76,2056
54,689503,6169863,00:00,14:00,76,2057
55,689762,6169235,00:00,14:00,76,2058
56,689901,6169440,00:00,14:00,76,2059
57,690016,6169574,00:00,14:00,106,2060
58,690009,6169572,00:00,14:00,76,2061
59,689949,6169513,00:00,14:00,76,2062
60,689953,6169482,00:00,14:00,76,2063
61,689530,6170086,00:00,14:00,76,2064
62,689693,6170216,00:00,14:00,116,2065
63,689693,6170216,00:00,14:00,116,2066
64,689713,6170293,00:00,14:00,76,2067
65,689732,6170421,00:00,14:00,76,2068
66,689789,6170644,00:00,14:00,76,2069
67,689856,6170673,00:00,14:00,76,2070
68,689710,6170741,00:00,14:00,96,2071
69,689725,6170805,00:00,14:00,76,2072
70,689713,6170756,00:00,14:00,76,2073
71,689587,6170688,00:00,14:00,76,2074
72,689534,6170581,00:00,14:00,76,2075
73,689514,6170616,00:00,14:00,76,2076
74,689512,6170622,00:00,14:00,76,2077
75,689555,6170391,00:00,14:00,76,2078
76,689622,6170360,00:00,14:00,76,2079
77,689662,6170512,00:00,14:00,96,2080
78,689951,6170550,05:45,06:00,60,2081
79,689857,6170105,05:30,05:45,60,2082
80,688950,6171381,00:00,14:00,116,2083
81,688950,6171381,01:00,01:30,60,2084
82,689651,6171894,00:00,14:00,76,2085
