Location ID,X Coord (UTM),Y Coord (UTM),Time Window Open (HH:MM),Time Window Close (HH:MM),Handling Time (s),AMCS ID
2,788345,6316611,04:00,20:00,126,2005
3,788345,6316611,04:00,20:00,106,2006
4,788345,6316611,04:00,20:00,226,2007
5,788345,6316611,04:00,20:00,266,2008
6,788345,6316611,04:00,20:00,226,2009
7,788345,6316611,04:00,20:00,226,2010
8,788345,6316611,04:00,20:00,246,2011
9,788345,6316611,04:00,20:00,226,2012
10,788345,6316611,04:00,20:00,306,2013
11,788345,6316611,04:00,20:00,306,2014
12,788345,6316611,04:00,20:00,286,2015
13,788345,6316611,04:00,20:00,646,2016
14,788345,6316611,04:00,20:00,226,2017
15,788345,6316611,04:00,20:00,226,2018
16,788342,6316616,04:00,20:00,76,2019
17,788342,6316616,04:00,20:00,76,2020
18,788342,6316616,04:00,20:00,76,2021
19,788342,6316616,04:00,20:00,76,2022
20,788342,6316616,04:00,20:00,76,2023
21,788353,6316364,04:00,20:00,116,2024
22,788353,6316364,04:00,20:00,96,2025
23,788383,6316634,04:00,20:00,76,2026
24,788253,6316661,04:00,20:00,116,2027
