Location ID From,Location ID To,Driving Time (s),Distance (m)
1,1,0,0
1,2,66,1222
1,3,82,1462
1,4,82,1452
1,5,236,4478
1,6,194,3603
1,7,215,4023
1,8,221,4138
1,9,225,4197
1,10,224,4265
1,11,230,4350
1,12,217,4137
1,13,217,4137
1,14,193,3721
1,15,197,3809
1,16,235,4521
1,17,235,4484
1,18,208,4051
1,19,207,4031
1,20,223,4338
1,21,227,4412
1,22,246,4716
1,23,242,4637
1,24,236,4524
1,25,236,4532
1,26,237,4553
1,27,300,5744
1,28,314,6027
1,29,324,6192
1,30,237,4546
1,31,197,3804
1,32,190,3680
1,33,143,2669
1,34,143,2669
1,35,183,3447
1,36,228,4175
1,37,148,2835
1,38,145,2696
1,39,146,2790
1,40,143,2711
1,41,136,2634
1,42,128,2480
1,43,141,2627
1,44,141,2632
1,45,138,2581
1,46,129,2464
1,47,137,2615
1,48,52,992
1,49,60,1135
1,50,33,642
1,51,28,539
1,52,42,778
1,53,52,993
1,54,62,1088
1,55,64,1119
1,56,64,1130
1,57,69,1218
1,58,60,1058
1,59,69,1190
1,60,10,196
1,61,10,196
1,62,67,1207
2,1,66,1225
2,2,0,0
2,3,17,254
2,4,17,244
2,5,259,4870
2,6,217,3995
2,7,238,4392
2,8,244,4530
2,9,248,4589
2,10,247,4657
2,11,253,4742
2,12,240,4529
2,13,240,4529
2,14,216,4113
2,15,220,4201
2,16,258,4913
2,17,258,4876
2,18,231,4443
2,19,230,4423
2,20,246,4730
2,21,250,4804
2,22,269,5108
2,23,265,5029
2,24,259,4916
2,25,259,4924
2,26,260,4945
2,27,323,6064
2,28,337,6347
2,29,347,6512
2,30,260,4938
2,31,220,4196
2,32,213,4072
2,33,166,3061
2,34,166,3061
2,35,206,3839
2,36,251,4567
2,37,171,3227
2,38,168,3088
2,39,169,3182
2,40,166,3103
2,41,159,3026
2,42,151,2872
2,43,164,3019
2,44,164,3024
2,45,161,2973
2,46,152,2856
2,47,160,3007
2,48,16,272
2,49,24,413
2,50,35,633
2,51,44,796
2,52,59,1044
2,53,46,857
2,54,58,1046
2,55,60,1077
2,56,60,1088
2,57,65,1176
2,58,56,1016
2,59,80,1383
2,60,64,1201
2,61,64,1201
2,62,115,2082
3,1,82,1434
3,2,17,254
3,3,0,0
3,4,2,28
3,5,275,5079
3,6,233,4204
3,7,254,4601
3,8,260,4739
