Location ID,X Coord (UTM),Y Coord (UTM),Time Window Open (HH:MM),Time Window Close (HH:MM),Handling Time (s),AMCS ID
2,625326,6227022,06:00,22:00,116,18180
3,625326,6227022,06:00,22:00,40,18181
4,625326,6227022,06:00,22:00,40,18182
5,625326,6227022,10:00,13:00,40,18183
6,626194,6226767,06:00,22:00,126,18184
7,626300,6226802,06:00,22:00,56,18185
8,626250,6226756,06:00,22:00,56,18186
9,626022,6226486,06:00,22:00,356,18187
10,626300,6226802,06:00,22:00,56,18188
11,625397,6226799,06:00,22:00,56,18189
12,625246,6226482,06:00,22:00,116,18190
13,625246,6226482,08:00,09:45,86,18191
14,625246,6226482,06:00,22:00,56,18192
15,625215,6226652,06:00,22:00,176,18193
16,625215,6226652,06:00,22:00,136,18194
17,625104,6226582,06:00,22:00,56,18195
18,625144,6226599,06:00,22:00,116,18196
19,625007,6226503,06:00,22:00,56,18197
20,624764,6226171,06:00,22:00,56,18198
21,624863,6226182,06:00,22:00,116,18199
22,625026,6226027,06:00,22:00,56,18200
23,626025,6226477,06:00,22:00,56,18201
24,626025,6226477,06:00,22:00,56,18202
25,624732,6225773,06:00,22:00,76,18203
26,624802,6225535,06:00,22:00,76,18204
27,624802,6225535,06:00,22:00,176,18205
28,624823,6225492,06:00,22:00,56,18206
29,625082,6225816,06:00,22:00,76,18207
30,624276,6226057,06:00,22:00,76,18208
31,624276,6226057,06:00,22:00,56,18209
32,624134,6226266,06:00,22:00,56,18210
33,624302,6226457,06:00,22:00,136,18211
34,624441,6226387,06:00,22:00,76,18212
35,624631,6226411,06:00,22:00,56,18213
36,624626,6226259,06:00,22:00,56,18214
37,624560,6226178,06:00,22:00,56,18215
38,624548,6226170,06:00,22:00,56,18216
39,624525,6226183,06:00,22:00,86,18217
40,624581,6226226,06:00,22:00,56,18218
41,624663,6226255,06:00,22:00,56,18219
42,624663,6226255,06:00,22:00,56,18220
43,624659,6226260,06:00,22:00,56,18221
44,624813,6226618,06:00,22:00,116,18222
45,624659,6227102,06:00,22:00,56,18223
46,624737,6226919,06:00,22:00,56,18224
47,624778,6226805,06:00,22:00,56,18225
48,624724,6226771,06:00,22:00,56,18226
49,624608,6226775,06:00,22:00,56,18227
50,624582,6226786,06:00,22:00,56,18228
51,624457,6226794,06:00,22:00,76,18229
52,624140,6226865,06:00,22:00,56,18230
53,624157,6226932,06:00,22:00,56,18231
54,624081,6226951,06:00,22:00,56,18232
55,624085,6226924,06:00,22:00,56,18233
56,623903,6226747,06:00,22:00,56,18234
57,624210,6226821,06:00,22:00,56,18235
58,624370,6227131,06:00,22:00,76,18236
59,624300,6227180,06:00,22:00,56,18237
60,624304,6227134,06:00,22:00,56,18238
61,624297,6227127,06:00,22:00,56,18239
62,624270,6227098,06:00,22:00,56,18240
63,624490,6227102,06:00,22:00,56,18241
64,624404,6227270,06:00,22:00,40,18242
65,624368,6227303,06:00,22:00,56,18243
66,624368,6227303,06:00,22:00,76,18244
67,624368,6227303,06:00,22:00,86,18245
68,624368,6227303,06:00,22:00,86,18246
69,624432,6227243,06:00,22:00,86,18247
70,624402,6227175,06:00,22:00,86,18248
71,624729,6227324,06:00,22:00,56,18249
72,624729,6227324,06:00,22:00,56,18250
73,624668,6227395,06:00,22:00,56,18251
74,624507,6227269,06:00,22:00,76,18252
75,624820,6227144,06:00,22:00,40,18253
76,624852,6227239,06:00,22:00,116,18254
77,624812,6227488,06:00,22:00,56,18255
78,624782,6227369,06:00,22:00,56,18256
79,625459,6227017,06:00,22:00,56,18257
80,625147,6227268,06:00,22:00,206,18258
81,625147,6227254,06:00,22:00,206,18259
82,625147,6227233,06:00,22:00,56,18260
83,625982,6226412,06:00,22:00,76,18261
84,625971,6226382,06:00,22:00,56,18262
85,625970,6226402,06:00,22:00,116,18263
86,626014,6226469,06:00,22:00,376,18264
87,626018,6226472,06:00,22:00,40,18265
88,625326,6227022,10:00,13:00,40,18266
