Location ID,X Coord (UTM),Y Coord (UTM),Time Window Open (HH:MM),Time Window Close (HH:MM),Handling Time (s),AMCS ID
2,767985,6178619,06:00,22:00,56,16994
3,767779,6178795,06:00,22:00,56,16995
4,767941,6178834,06:00,22:00,96,16996
5,767919,6178708,06:00,22:00,56,16997
6,767919,6178708,06:00,22:00,56,16998
7,768044,6178550,06:00,22:00,96,16999
8,768044,6178550,06:00,22:00,56,17000
9,768089,6178545,06:00,22:00,56,17001
10,768089,6178545,06:00,22:00,56,17002
11,768071,6178563,06:00,22:00,56,17003
12,768071,6178563,06:00,22:00,56,17004
13,767982,6178651,06:00,22:00,56,17005
14,767982,6178651,06:00,22:00,76,17006
15,767845,6178798,06:00,22:00,56,17007
16,767845,6178798,06:00,22:00,76,17008
17,767803,6178854,06:00,22:00,56,17009
18,767799,6178895,06:00,22:00,56,17010
19,767796,6178994,06:00,22:00,56,17011
20,767813,6179037,06:00,22:00,56,17012
21,767687,6178947,06:00,22:00,76,17013
22,767687,6178947,06:00,22:00,56,17014
23,767721,6178851,06:00,22:00,56,17015
24,767707,6178789,06:00,22:00,56,17016
25,767588,6178860,06:00,22:00,56,17017
26,767564,6178915,06:00,22:00,56,17018
27,767564,6178915,06:00,22:00,76,17019
28,767463,6178969,06:00,22:00,56,17020
29,767494,6178796,06:00,22:00,56,17021
30,767469,6178847,06:00,22:00,56,17022
31,767516,6178743,06:00,22:00,96,17023
32,767507,6178767,06:00,22:00,96,17024
33,767507,6178767,06:00,22:00,56,17025
34,767625,6178505,06:00,22:00,56,17026
35,767661,6178431,06:00,22:00,76,17027
36,767569,6178696,06:00,22:00,56,17028
37,767569,6178696,06:00,22:00,96,17029
38,767569,6178696,06:00,22:00,96,17030
39,767569,6178696,06:00,22:00,56,17031
40,767569,6178696,06:00,22:00,56,17032
41,767529,6178714,06:00,22:00,56,17033
42,767499,6178633,06:00,22:00,76,17034
43,767499,6178633,06:00,22:00,56,17035
44,767499,6178633,06:00,22:00,56,17036
45,767407,6178591,06:00,22:00,116,17037
46,767346,6178562,06:00,22:00,56,17038
47,767346,6178562,06:00,22:00,56,17039
48,767241,6178513,06:00,22:00,116,17040
49,767248,6178521,06:00,22:00,56,17041
50,767105,6178543,06:00,22:00,96,17042
51,767105,6178543,06:00,22:00,56,17043
52,767305,6179088,06:00,22:00,136,17044
53,767305,6179088,06:00,22:00,116,17045
54,767305,6179088,06:00,22:00,56,17046
55,767286,6178799,06:00,22:00,56,17047
56,767359,6178832,06:00,22:00,96,17048
57,767359,6178832,06:00,22:00,56,17049
58,767104,6178733,06:00,22:00,96,17050
59,766989,6178684,06:00,22:00,76,17051
60,766961,6178811,06:00,22:00,76,17052
61,766929,6178954,06:00,22:00,76,17053
62,766935,6178862,06:00,22:00,76,17054
63,766878,6178960,06:00,22:00,96,17055
64,766968,6178974,06:00,22:00,56,17056
65,767506,6179776,06:00,22:00,56,17057
66,767430,6179120,06:00,22:00,56,17058
67,770106,6176589,06:00,22:00,56,17059
68,770104,6176696,06:00,22:00,56,17060
69,770228,6176689,06:00,22:00,56,17061
70,770269,6176645,06:00,22:00,56,17062
71,770364,6176556,06:00,22:00,56,17063
72,770277,6176532,06:00,22:00,56,17064
73,770048,6176537,06:00,22:00,56,17065
74,770201,6176519,06:00,22:00,56,17066
75,770151,6176522,06:00,22:00,56,17067
76,770121,6176452,06:00,22:00,146,17068
77,770186,6176413,06:00,22:00,146,17069
78,770186,6176400,06:00,22:00,146,17070
79,770018,6176432,06:00,22:00,146,17071
80,770014,6176428,06:00,22:00,116,17072
