Location ID,X Coord (UTM),Y Coord (UTM),Time Window Open (HH:MM),Time Window Close (HH:MM),Handling Time (s),AMCS ID
2,623701,6232203,06:00,22:00,86,4203
3,623818,6232221,06:00,22:00,86,4204
4,623801,6232324,06:00,22:00,116,4205
5,623548,6232179,06:00,22:00,56,4206
6,623546,6232179,06:00,22:00,56,4207
7,624721,6231404,06:00,22:00,86,4208
8,624735,6231322,06:00,22:00,116,4209
9,624735,6231322,06:00,22:00,56,4210
10,624777,6231308,06:00,22:00,86,4211
11,624796,6231313,06:00,22:00,146,4212
12,624792,6231311,06:00,22:00,86,4213
13,624985,6231340,06:00,22:00,146,4214
14,624964,6231337,06:00,22:00,56,4215
15,625004,6231438,06:00,22:00,86,4216
16,626957,6225922,06:00,22:00,616,4217
17,629392,6224799,06:00,22:00,56,4218
18,629392,6224799,06:00,22:00,56,4219
19,629392,6224799,07:30,09:45,156,4220
20,629506,6224563,06:00,22:00,56,4221
21,629134,6225783,06:00,22:00,86,4222
22,629123,6225755,06:00,22:00,56,4223
23,629362,6225278,06:00,22:00,56,4224
24,629335,6225230,06:00,22:00,56,4225
25,629245,6225292,06:00,22:00,56,4226
26,629190,6225051,06:00,22:00,56,4227
27,629248,6225072,06:00,22:00,56,4228
28,629270,6225408,06:00,22:00,40,4229
29,629330,6225735,06:00,22:00,76,4230
30,629330,6225735,06:00,22:00,76,4231
31,625129,6231464,06:00,22:00,56,4232
32,625142,6231266,06:00,22:00,206,4233
33,625132,6231329,06:00,22:00,176,4234
34,625129,6231349,06:00,22:00,116,4235
35,625129,6231349,06:00,22:00,206,4236
36,625129,6231349,06:00,22:00,56,4237
37,625139,6231285,06:00,22:00,176,4238
38,625139,6231285,06:00,22:00,56,4239
39,625142,6231154,06:00,22:00,86,4240
40,625142,6231154,06:00,22:00,76,4241
41,625138,6231177,06:00,22:00,226,4242
42,625133,6231197,06:00,22:00,206,4243
43,625130,6231219,06:00,22:00,86,4244
44,625120,6231085,06:00,22:00,206,4245
45,625141,6231044,06:00,22:00,56,4246
46,625167,6230999,06:00,22:00,116,4247
47,625174,6230884,06:00,22:00,116,4248
48,625174,6230884,06:00,22:00,56,4249
49,625146,6230912,06:00,22:00,206,4250
50,625143,6230934,06:00,22:00,206,4251
51,625143,6230934,06:00,22:00,206,4252
52,625143,6230934,06:00,22:00,146,4253
53,625042,6230848,06:00,22:00,56,4254
54,625037,6230870,06:00,22:00,56,4255
55,625030,6230914,06:00,22:00,116,4256
56,624932,6230918,06:00,22:00,116,4257
57,624939,6230876,06:00,22:00,206,4258
58,624943,6230853,06:00,22:00,56,4259
59,626413,6226182,06:00,22:00,76,4260
60,626413,6226182,06:00,22:00,76,4261
61,626413,6226182,00:00,09:30,40,4262
62,626328,6225759,00:00,09:30,40,4263
63,626249,6225691,06:00,22:00,56,4264
64,626249,6225691,06:00,22:00,56,4265
65,626232,6225616,00:00,09:30,40,4266
66,626039,6225424,06:00,22:00,136,4267
67,626009,6225377,06:00,22:00,116,4268
68,626009,6225377,06:00,22:00,56,4269
69,625893,6225218,06:00,22:00,56,4270
70,625893,6225218,06:00,22:00,56,4271
71,625825,6225188,06:00,22:00,56,4272
72,629311,6225311,06:00,22:00,76,4273
73,629321,6225298,06:00,22:00,76,4274
74,627454,6225716,06:00,22:00,56,4275
75,626190,6225747,06:00,22:00,116,4276
76,626136,6225650,00:00,14:00,40,4277
77,626136,6225650,06:00,22:00,56,4278
78,625820,6225046,06:00,22:00,56,4279
79,625948,6225202,06:00,22:00,76,4280
80,626483,6225956,06:00,22:00,276,4281
81,626969,6225952,06:00,22:00,96,4282
82,626950,6226066,06:00,22:00,56,4283
83,626938,6226117,06:00,22:00,56,4284
84,626894,6226163,06:00,22:00,56,4285
85,626892,6226158,06:00,22:00,56,4286
86,627395,6226035,06:00,22:00,56,4287
87,627311,6226093,06:00,22:00,76,4288
