Location ID From;Location ID To;Driving Time (s);Distance (m)
1;1;0;0
1;2;101;419
1;3;130;540
1;4;84;346
1;5;81;335
1;6;149;615
1;7;167;690
1;8;149;620
1;9;166;687
1;10;189;788
1;11;189;788
1;12;239;995
1;13;34;137
1;14;33;134
1;15;68;283
1;16;97;403
1;17;152;631
1;18;440;5583
1;19;440;5583
1;20;451;5796
1;21;451;5796
1;22;451;5796
1;23;451;5796
1;24;428;5303
1;25;449;5791
1;26;496;5992
1;27;493;5935
1;28;503;5909
1;29;512;5946
1;30;547;6206
1;31;550;6213
1;32;497;6355
1;33;490;6325
1;34;490;6324
1;35;515;6430
1;36;506;5991
1;37;600;6810
1;38;593;6753
1;39;585;6720
1;40;557;6605
1;41;516;6433
1;42;583;7214
1;43;607;7317
1;44;638;7449
1;45;597;7274
1;46;597;7272
1;47;609;7324
1;48;631;7415
1;49;674;7593
1;50;684;7632
1;51;671;7578
1;52;530;6994
1;53;576;7184
1;54;624;7385
1;55;792;8080
1;56;561;5908
1;57;609;6106
1;58;651;6281
1;59;701;6492
1;60;695;6466
1;61;725;6589
1;62;692;6452
1;63;684;6419
1;64;651;6282
1;65;531;5778
1;66;473;5541
1;67;448;5440
1;68;411;5279
1;69;463;5858
1;70;554;6591
2;1;103;428
2;2;0;0
2;3;84;354
2;4;70;292
2;5;111;463
2;6;171;709
2;7;189;784
2;8;171;714
2;9;188;781
2;10;211;882
2;11;211;882
2;12;261;1089
2;13;107;439
2;14;106;436
2;15;67;278
2;16;60;248
2;17;115;476
2;18;403;5428
2;19;403;5428
2;20;414;5641
2;21;414;5641
2;22;414;5641
2;23;414;5641
2;24;391;5148
2;25;412;5636
2;26;459;5837
2;27;456;5780
2;28;466;5754
2;29;475;5791
2;30;510;6051
2;31;513;6058
2;32;460;6200
2;33;453;6170
2;34;453;6169
2;35;478;6275
2;36;469;5836
2;37;563;6655
2;38;556;6598
2;39;548;6565
2;40;520;6450
2;41;479;6278
2;42;546;7059
2;43;570;7162
2;44;601;7294
2;45;560;7119
2;46;560;7117
2;47;572;7169
2;48;594;7260
2;49;637;7438
2;50;647;7477
2;51;634;7423
2;52;493;6839
2;53;539;7029
2;54;587;7230
2;55;755;7925
2;56;524;5753
2;57;572;5951
2;58;614;6126
2;59;664;6337
2;60;658;6311
2;61;688;6434
2;62;655;6297
2;63;647;6264
2;64;614;6127
2;65;494;5623
2;66;436;5386
2;67;411;5285
2;68;374;5124
2;69;426;5703
2;70;517;6436
3;1;130;540
3;2;84;354
3;3;0;0
3;4;58;240
3;5;99;411
3;6;159;657
3;7;177;732
3;8;159;662
3;9;176;729
3;10;199;830
3;11;199;830
3;12;249;1037
3;13;128;527
3;14;127;524
3;15;127;536
3;16;120;506
3;17;175;734
3;18;463;5686
3;19;463;5686
3;20;474;5899
3;21;474;5899
3;22;474;5899
3;23;474;5899
3;24;451;5406
3;25;472;5894
3;26;519;6095
3;27;516;6038
3;28;526;6012
3;29;535;6049
3;30;570;6309
3;31;573;6316
3;32;520;6458
3;33;513;6428
3;34;513;6427
3;35;538;6533
3;36;529;6094
3;37;623;6913
3;38;616;6856
3;39;608;6823
3;40;580;6708
3;41;539;6536
3;42;606;7317
3;43;630;7420
3;44;661;7552
3;45;620;7377
3;46;620;7375
3;47;632;7427
3;48;654;7518
3;49;697;7696
3;50;707;7735
3;51;694;7681
3;52;553;7097
3;53;599;7287
3;54;647;7488
3;55;815;8183
3;56;584;6011
3;57;632;6209
3;58;674;6384
3;59;724;6595
3;60;718;6569
3;61;748;6692
3;62;715;6555
3;63;707;6522
3;64;674;6385
3;65;554;5881
3;66;496;5644
3;67;471;5543
3;68;434;5382
3;69;486;5961
3;70;577;6694
4;1;84;346
4;2;70;296
4;3;58;244
4;4;0;0
4;5;53;217
4;6;113;463
4;7;131;538
4;8;113;468
4;9;130;535
4;10;153;636
4;11;153;636
4;12;203;843
4;13;82;333
4;14;81;330
4;15;113;478
4;16;106;448
4;17;161;676
4;18;449;5628
4;19;449;5628
4;20;460;5841
4;21;460;5841
