Location ID From;Location ID To;Driving Time (s);Distance (m)
1;1;0;0
1;2;3;11
1;3;3;11
1;4;167;690
1;5;201;833
1;6;189;788
1;7;189;788
1;8;239;995
1;9;227;945
1;10;161;671
1;11;166;687
1;12;149;615
1;13;89;371
1;14;81;335
1;15;544;7052
1;16;34;137
1;17;33;134
1;18;33;134
1;19;68;283
1;20;73;304
1;21;101;419
1;22;130;540
1;23;130;540
1;24;93;386
1;25;85;354
1;26;85;354
1;27;84;346
1;28;83;342
1;29;83;342
1;30;576;7184
1;31;490;6324
1;32;559;6612
1;33;451;5796
1;34;451;5796
1;35;451;5796
1;36;422;5278
1;37;414;5479
1;38;428;5303
1;39;413;5622
1;40;449;5791
1;41;428;5661
1;42;437;5699
1;43;433;5681
1;44;462;5735
1;45;475;5790
1;46;499;5889
1;47;423;5688
1;48;423;5688
1;49;470;5838
1;50;511;6010
1;51;515;6430
1;52;585;6720
1;53;600;6810
1;54;552;6226
1;55;547;6206
1;56;530;6135
1;57;553;6585
1;58;624;7385
1;59;792;8080
1;60;580;7205
1;61;587;7234
1;62;599;7285
1;63;601;7288
1;64;604;7302
1;65;596;7268
1;66;639;7451
1;67;671;7578
1;68;677;7605
1;69;637;7440
1;70;530;6994
2;1;3;11
2;2;0;0
2;3;0;0
2;4;165;681
2;5;199;824
2;6;187;779
2;7;187;779
2;8;237;986
2;9;225;936
2;10;159;662
2;11;164;678
2;12;147;606
2;13;87;362
2;14;79;326
2;15;542;7043
2;16;32;128
2;17;31;125
2;18;31;125
2;19;66;274
2;20;71;295
2;21;99;410
2;22;128;531
2;23;128;531
2;24;91;377
2;25;83;345
2;26;83;345
2;27;82;337
2;28;81;333
2;29;81;333
2;30;574;7175
2;31;488;6315
2;32;557;6603
2;33;449;5787
2;34;449;5787
2;35;449;5787
2;36;420;5269
2;37;412;5470
2;38;426;5294
2;39;411;5613
2;40;447;5782
2;41;426;5652
2;42;435;5690
2;43;431;5672
2;44;460;5726
2;45;473;5781
2;46;497;5880
2;47;421;5679
2;48;421;5679
2;49;468;5829
2;50;509;6001
2;51;513;6421
2;52;583;6711
2;53;598;6801
2;54;550;6217
2;55;545;6197
2;56;528;6126
2;57;551;6576
2;58;622;7376
2;59;790;8071
2;60;578;7196
2;61;585;7225
2;62;597;7276
2;63;599;7279
2;64;602;7293
2;65;594;7259
2;66;637;7442
2;67;669;7569
2;68;675;7596
2;69;635;7431
2;70;528;6985
3;1;3;11
3;2;0;0
3;3;0;0
3;4;165;681
3;5;199;824
3;6;187;779
3;7;187;779
3;8;237;986
3;9;225;936
3;10;159;662
3;11;164;678
3;12;147;606
3;13;87;362
3;14;79;326
3;15;542;7043
3;16;32;128
3;17;31;125
3;18;31;125
3;19;66;274
3;20;71;295
3;21;99;410
3;22;128;531
3;23;128;531
3;24;91;377
3;25;83;345
3;26;83;345
3;27;82;337
3;28;81;333
3;29;81;333
3;30;574;7175
3;31;488;6315
3;32;557;6603
3;33;449;5787
3;34;449;5787
3;35;449;5787
3;36;420;5269
3;37;412;5470
3;38;426;5294
3;39;411;5613
3;40;447;5782
3;41;426;5652
3;42;435;5690
3;43;431;5672
3;44;460;5726
3;45;473;5781
3;46;497;5880
3;47;421;5679
3;48;421;5679
3;49;468;5829
3;50;509;6001
3;51;513;6421
3;52;583;6711
3;53;598;6801
3;54;550;6217
3;55;545;6197
3;56;528;6126
3;57;551;6576
3;58;622;7376
3;59;790;8071
3;60;578;7196
3;61;585;7225
3;62;597;7276
